-312 | -57.357234128439245
-351 | 336.7940664339394
-290 | -308.49540080664667
-625 | 345.3421824535901
611 | 686.2420775573255
630 | -889.3370591822436
836 | -365.5532794643881
848 | -43.31766147067731
202 | -948.5989410593265
471 | -316.25594154909936
552 | 602.1504702960183
-766 | 403.48736486249186
400 | 865.2466519415877
305 | 296.694791752421
-302 | -723.3964638048787
-906 | 175.6612425312369
-778 | -428.90068598282016
376 | -410.666415184107
-461 | -906.8335800334931
835 | 657.1437155024284
-944 | -187.9487011619102
658 | 520.5522339855004
-587 | 491.79851801015934
-604 | -123.50835425275523
-545 | -996.0144088450639
140 | -291.75029192161753
-315 | -281.98303959591874
2 | -615.0372701070925
0 | -236.9756727749185
-259 | 726.475744376907
918 | -972.7607957374532
694 | -448.1483420408713
-280 | 245.9723709603261
-914 | 387.32216896574664
-771 | -738.9239996914598
-753 | -304.0049242596559
821 | 768.7401827518861
504 | -32.01957721875385
387 | -637.3815936932067
261 | -566.973537744544
